id,number,agent,html_url,user,state,body,submitted_at
3126448988,1093,Copilot,https://github.com/microsoft/typescript-go/pull/1093,RyanCavanaugh,CHANGES_REQUESTED,"You're still not there. Every part of the repro is important. The problem is that we're emitting `_item is boolean` in a context where the `_item` Identifier node doesn't come from the current file, so in this block of code
```go
func (c *EmitContext) AssignCommentAndSourceMapRanges(to *ast.Node, from *ast.Node) {
	emitNode := c.emitNodes.Get(to)
	commentRange := c.CommentRange(from)
	sourceMapRange := c.SourceMapRange(from)
	emitNode.commentRange = commentRange
```
the ranges are not from the same file.

This isn't the only kind of place where we emit an identifier that comes from a different file, and we don't crash in those situations. Figure out what those other codepaths do and do that instead here when emitting a type predicate node",2025-06-07T06:01:12Z
3160353937,2042,Copilot,https://github.com/celestiaorg/celestia-core/pull/2042,rootulp,CHANGES_REQUESTED,"It failed: https://github.com/celestiaorg/celestia-core/actions/runs/15762557432/job/44432551746?pr=2042#step:4:19

",2025-06-19T16:39:25Z
3094607813,5220,Copilot,https://github.com/Azure/azure-dev/pull/5220,vhvb1989,COMMENTED,@copilot  see the comments and address the feedback,2025-05-28T17:33:58Z
3236171682,30564,Copilot,https://github.com/backstage/backstage/pull/30564,Rugvip,APPROVED,:shipit: ,2025-07-16T15:11:51Z
3186169437,14,Copilot,https://github.com/djeada/Bash-Scripts/pull/14,djeada,COMMENTED,"Not correct, those are not equivalent ",2025-06-29T14:56:05Z
3087132571,3107,Copilot,https://github.com/huggingface/huggingface_hub/pull/3107,julien-c,COMMENTED,please continue when you have time,2025-05-23T18:13:24Z
3271673769,258382,Copilot,https://github.com/microsoft/vscode/pull/258382,gtggy890m-spec,COMMENTED,"import random
from enum import Enum
from typing import List, Dict
from datetime import datetime, timedelta

# ------ الجزء 1: تعريف الأنواع الأساسية ------
class SubscriptionType(Enum):
    FREE = ""مجاني""
    PRO = ""مدفوع""
    ENTERPRISE = ""مؤسسي""

class GameGenre(Enum):
    ACTION = ""أكشن""
    RPG = ""أدوار""
    SIMULATION = ""محاكاة""

class AIProducer:
    def __init__(self, name: str, skill: int):
        self.name = name
        self.skill = skill  # من 1 إلى 100
        self.is_available = True

# ------ الجزء 2: نظام الروبوت الرئيسي ------
class GameProductionBot:
    def __init__(self):
        self.producers: List[AIProducer] = [
            AIProducer(""أحمد الروبوت"", 85),
            AIProducer(""نور الذكاء"", 92)
        ]
        self.active_projects = []
        self.subscription_type = SubscriptionType.FREE
        self.revenue = 0

    def assign_producer(self, project_id: str) -> str:
        """"""تعيين مخرج افتراضي للمشروع""""""
        available_producers = [p for p in self.producers if p.is_available]
        if not available_producers:
            return ""لا يوجد مخرجين متاحين حاليا""

        producer = max(available_producers, key=lambda x: x.skill)
        producer.is_available = False
        
        for project in self.active_projects:
            if project[""id""] == project_id:
                project[""producer""] = producer.name
                return f""تم تعيين {producer.name} للمشروع""
        
        return ""المشروع غير موجود""

    def start_project(self, name: str, genre: GameGenre) -> Dict:
        """"""بدء مشروع جديد""""""
        if self.subscription_type == SubscriptionType.FREE and len(self.active_projects) >= 1:
            return {""error"": ""الاشتراك المجاني يسمح بمشروع واحد فقط""}

        project_id = f""PRJ-{random.randint(1000, 9999)}""
        new_project = {
            ""id"": project_id,
            ""name"": name,
            ""genre"": genre.value,
            ""start_date"": datetime.now(),
            ""status"": ""قيد التطوير"",
            ""producer"": None
        }
        self.active_projects.append(new_project)
        return new_project

    def upgrade_subscription(self, new_type: SubscriptionType):
        """"""ترقية الاشتراك""""""
        self.subscription_type = new_type
        return f""تم الترقية إلى {new_type.value}""

# ------ الجزء 3: نظام الذكاء الاصطناعي للمخرجين ------
class AIDirector:
    def __init__(self):
        from transformers import pipeline
        self.creative_ai = pipeline(""text-generation"", model=""aubmindlab/aragpt2-base"")

    def generate_idea(self, genre: GameGenre) -> str:
        prompt = f""مفهوم لعبة {genre.value} جديد ومبتكر:""
        idea = self.creative_ai(prompt, max_length=100)[0]['generated_text']
        return idea

# ------ مثال استخدام ------
if __name__ == ""__main__"":
    bot = GameProductionBot()
    
    # بدء مشروع جديد
    project = bot.start_project(""صراع الأبطال"", GameGenre.ACTION)
    print(f""تم إنشاء المشروع: {project['id']}"")
    
    # تعيين مخرج
    print(bot.assign_producer(project[""id""]))
    
    # توليد فكرة لعبة
    director = AIDirector()
    print(""فكرة اللعبة:"", director.generate_idea(GameGenre.RPG))
    
    # ترقية الاشتراك
    print(bot.upgrade_subscription(SubscriptionType.PRO))",2025-07-29T06:21:34Z
3271673769,258382,Copilot,https://github.com/microsoft/vscode/pull/258382,gtggy890m-spec,COMMENTED,"import random
from enum import Enum
from typing import List, Dict
from datetime import datetime, timedelta

# ------ الجزء 1: تعريف الأنواع الأساسية ------
class SubscriptionType(Enum):
    FREE = ""مجاني""
    PRO = ""مدفوع""
    ENTERPRISE = ""مؤسسي""

class GameGenre(Enum):
    ACTION = ""أكشن""
    RPG = ""أدوار""
    SIMULATION = ""محاكاة""

class AIProducer:
    def __init__(self, name: str, skill: int):
        self.name = name
        self.skill = skill  # من 1 إلى 100
        self.is_available = True

# ------ الجزء 2: نظام الروبوت الرئيسي ------
class GameProductionBot:
    def __init__(self):
        self.producers: List[AIProducer] = [
            AIProducer(""أحمد الروبوت"", 85),
            AIProducer(""نور الذكاء"", 92)
        ]
        self.active_projects = []
        self.subscription_type = SubscriptionType.FREE
        self.revenue = 0

    def assign_producer(self, project_id: str) -> str:
        """"""تعيين مخرج افتراضي للمشروع""""""
        available_producers = [p for p in self.producers if p.is_available]
        if not available_producers:
            return ""لا يوجد مخرجين متاحين حاليا""

        producer = max(available_producers, key=lambda x: x.skill)
        producer.is_available = False
        
        for project in self.active_projects:
            if project[""id""] == project_id:
                project[""producer""] = producer.name
                return f""تم تعيين {producer.name} للمشروع""
        
        return ""المشروع غير موجود""

    def start_project(self, name: str, genre: GameGenre) -> Dict:
        """"""بدء مشروع جديد""""""
        if self.subscription_type == SubscriptionType.FREE and len(self.active_projects) >= 1:
            return {""error"": ""الاشتراك المجاني يسمح بمشروع واحد فقط""}

        project_id = f""PRJ-{random.randint(1000, 9999)}""
        new_project = {
            ""id"": project_id,
            ""name"": name,
            ""genre"": genre.value,
            ""start_date"": datetime.now(),
            ""status"": ""قيد التطوير"",
            ""producer"": None
        }
        self.active_projects.append(new_project)
        return new_project

    def upgrade_subscription(self, new_type: SubscriptionType):
        """"""ترقية الاشتراك""""""
        self.subscription_type = new_type
        return f""تم الترقية إلى {new_type.value}""

# ------ الجزء 3: نظام الذكاء الاصطناعي للمخرجين ------
class AIDirector:
    def __init__(self):
        from transformers import pipeline
        self.creative_ai = pipeline(""text-generation"", model=""aubmindlab/aragpt2-base"")

    def generate_idea(self, genre: GameGenre) -> str:
        prompt = f""مفهوم لعبة {genre.value} جديد ومبتكر:""
        idea = self.creative_ai(prompt, max_length=100)[0]['generated_text']
        return idea

# ------ مثال استخدام ------
if __name__ == ""__main__"":
    bot = GameProductionBot()
    
    # بدء مشروع جديد
    project = bot.start_project(""صراع الأبطال"", GameGenre.ACTION)
    print(f""تم إنشاء المشروع: {project['id']}"")
    
    # تعيين مخرج
    print(bot.assign_producer(project[""id""]))
    
    # توليد فكرة لعبة
    director = AIDirector()
    print(""فكرة اللعبة:"", director.generate_idea(GameGenre.RPG))
    
    # ترقية الاشتراك
    print(bot.upgrade_subscription(SubscriptionType.PRO))",2025-07-29T06:22:29Z
3238911335,20418,Copilot,https://github.com/vitejs/vite/pull/20418,sapphi-red,CHANGES_REQUESTED,tests are failing,2025-07-17T13:46:36Z
3172947096,61940,Copilot,https://github.com/microsoft/TypeScript/pull/61940,andrewbranch,CHANGES_REQUESTED,"> However, in complex module resolution scenarios (like monorepos with baseUrl configuration), the `getAllExportInfoForSymbol` function can legitimately return `null` for other reasons related to module resolution failures, not just exclusion patterns.

No, it can’t. You just completely made that statement up. Please don’t assert that existing invariants are invalid when you can’t figure out a fix. This crash represents a real bug in the guts of `getAllExportInfoForSymbol`, probably in the ExportInfoMap `.search` predicate. I would start by debugging each call of that predicate to see if one of the export info chains passed in looks like the expected one, and then see why the condition in the predicate actually returns false for it.",2025-06-24T20:53:03Z
3075994560,36014,Copilot,https://github.com/microsoft/playwright/pull/36014,Skn0tt,COMMENTED,"This is a little too complicated for my liking. I left some comments below. Please remove your comments, they don't help my understanding.",2025-05-20T08:01:05Z
3075994560,36014,Copilot,https://github.com/microsoft/playwright/pull/36014,Skn0tt,COMMENTED,"I made some changes myself, this is going in the right direction. Please move all the business logic into `begin`, and only leave the config storing in `setup`, so we ensure that all secondary test runs have the right data in `metadata`.",2025-05-20T08:52:33Z
3075994560,36014,Copilot,https://github.com/microsoft/playwright/pull/36014,Skn0tt,COMMENTED,almost there. left three last nits.,2025-05-20T09:08:48Z
3131464015,1109,Copilot,https://github.com/microsoft/typescript-go/pull/1109,RyanCavanaugh,CHANGES_REQUESTED,"I don't necessarily disagree with the fix, but you ABSOLUTELY MUST repro the panic first before attempting to fix the code, otherwise your testcase proves nothing. Try again and first produce a testcase that can reproduce the panic.",2025-06-09T21:10:41Z
3131464015,1109,Copilot,https://github.com/microsoft/typescript-go/pull/1109,RyanCavanaugh,CHANGES_REQUESTED,"You crashed, just try again I guess",2025-06-09T21:25:37Z
3131464015,1109,Copilot,https://github.com/microsoft/typescript-go/pull/1109,RyanCavanaugh,CHANGES_REQUESTED,"Your ONLY TASK here is to create a testcase which successfully triggers the panic

DO NOT ATTEMPT TO FIX THE BUG!

You may modify product code ONLY as a debugging aid. The ONLY END GOAL is to write a testcase that reproduces the panic. Do not do ANYTHING ELSE except to try to reproduce the panic. Don't try to fix the underlying issue. You can speculate its cause but the only thing you should do is reproduce the problem by adding a test.

Your ONLY TASK here is to create a testcase which successfully triggers the panic. We cannot validate fixes unless we've found a test which triggers the problem, this is test-driven-development 101 stuff.

DO NOT ATTEMPT TO FIX THE BUG",2025-06-09T21:54:14Z
3166279802,8829,Copilot,https://github.com/NethermindEth/nethermind/pull/8829,MarekM25,COMMENTED,"You are right, we need to fix mainnet as well
",2025-06-22T21:30:14Z
3166285250,8830,Copilot,https://github.com/NethermindEth/nethermind/pull/8830,MarekM25,COMMENTED,Why have you added dotnet-install.sh?,2025-06-22T21:41:13Z
3166294470,8832,Copilot,https://github.com/NethermindEth/nethermind/pull/8832,MarekM25,COMMENTED,"In this PR I expected the test to be fixed, not the code. I assume the test is flaky",2025-06-22T21:55:24Z
3166294470,8832,Copilot,https://github.com/NethermindEth/nethermind/pull/8832,MarekM25,CHANGES_REQUESTED,"I don't understand how does it fix the test flakiness, I doubt this is a correct solution",2025-06-23T08:06:11Z
3074815696,29580,Copilot,https://github.com/dotnet/maui/pull/29580,mattleibow,CHANGES_REQUESTED,This is incorrect. The warning is saying that it should _not_ be using the main thread. This code has just changed it to use main thread in a different way.,2025-05-19T20:39:19Z
3074815696,29580,Copilot,https://github.com/dotnet/maui/pull/29580,mattleibow,CHANGES_REQUESTED,"This is looking better, but instead of adding comments saying you removed a method that will no longer be there, just remove it.

Also, please add some device tests and UI tests in their respective projects.",2025-05-19T21:01:39Z
3074815696,29580,Copilot,https://github.com/dotnet/maui/pull/29580,mattleibow,COMMENTED,"Looking good, just need to test this. But basically, this is the same as https://github.com/dotnet/maui/pull/29180

Since this was a test PR, I am closing now.",2025-05-19T23:11:44Z
3084885498,41273,Copilot,https://github.com/Azure/azure-sdk-for-python/pull/41273,lmazuel,CHANGES_REQUESTED,Let's get @l0lawrence to fix it instead of disabling it,2025-06-10T18:14:25Z
3143682198,251386,Copilot,https://github.com/microsoft/vscode/pull/251386,TylerLeonhardt,COMMENTED,"You should include the ability to click a link on the page to redirect if it fails.

Here's an example from Electron Fiddle:

""You will be redirected in a few moments.
If nothing happens, you can open this link in your browser.""",2025-06-13T14:35:40Z
3143682198,251386,Copilot,https://github.com/microsoft/vscode/pull/251386,TylerLeonhardt,COMMENTED,Replace the `var`s with `const` or `let`,2025-06-13T14:48:34Z
3076452714,5604,Copilot,https://github.com/microsoft/testfx/pull/5604,Youssef1313,CHANGES_REQUESTED,"Reasonable fix, but not what we want to do :)

We want to avoid IVTs completely.",2025-05-20T10:23:34Z
3076452714,5604,Copilot,https://github.com/microsoft/testfx/pull/5604,Youssef1313,CHANGES_REQUESTED,"There are type conflicts now because polyfilled types are now available both in test framework and test adapter, and IVT exists.",2025-05-20T10:49:05Z
3076534856,5606,Copilot,https://github.com/microsoft/testfx/pull/5606,Youssef1313,CHANGES_REQUESTED,Make similar change to MSTest.TestFramework.NonWindows.nuspec,2025-05-20T11:04:39Z
3171284311,7069,Copilot,https://github.com/microsoft/vscode-pull-request-github/pull/7069,alexr00,COMMENTED,@copilot delete the comments,2025-06-24T10:22:27Z
3206340161,3402,Copilot,https://github.com/nltk/nltk/pull/3402,ekaf,CHANGES_REQUESTED,"The unit test file should follow the format of other files in nltk/test/unit, which use Python’s built-in unittest framework and define tests as subclasses of unittest.TestCase.

In this context, importing pytest is unnecessary and inconsistent with the rest of the test suite. You should remove this line and rewrite any pytest-specific code (such as the use of pytest.warns) to use unittest’s features, such as assertRaises or assertWarns, and structure the tests within a unittest.TestCase subclass.
",2025-07-06T10:10:37Z
3206340161,3402,Copilot,https://github.com/nltk/nltk/pull/3402,ekaf,CHANGES_REQUESTED,CI fails because black modifies nltk/test/unit/test_langnames.py. So git add and git commit must be invoked again after calling black.,2025-07-06T10:34:53Z
3206340161,3402,Copilot,https://github.com/nltk/nltk/pull/3402,ekaf,CHANGES_REQUESTED,"CI still fails because black also modifies nltk/langnames.py. Note that CI also runs isort on both the PR files, which need to be re-committed after eventual modifications.",2025-07-06T10:48:23Z
3206340161,3402,Copilot,https://github.com/nltk/nltk/pull/3402,ekaf,CHANGES_REQUESTED,"Line 166 in langnames.py should be moved up, so that the bcp47.wiki_q dictionary is loaded before it is needed in tag2q",2025-07-06T11:51:32Z
3206340161,3402,Copilot,https://github.com/nltk/nltk/pull/3402,ekaf,CHANGES_REQUESTED,"Move the definitions for inverse_dict and wiki_bcp47 above q2tag, and make both tag2q and q2tag robust to missing data. This ensures all dictionary lookups are safe and available for any function that needs them.",2025-07-06T12:30:24Z
3175607758,207,Copilot,https://github.com/syncfusion/maui-toolkit/pull/207,PaulAndersonS,CHANGES_REQUESTED,"error CS0117: 'UIAccessibilityTrait' does not contain a definition for 'Updatable'
---
Updatable not available in UIKit.UIAccessibilityTrait",2025-06-26T03:31:24Z
3125187340,4948,Copilot,https://github.com/celestiaorg/celestia-app/pull/4948,rootulp,COMMENTED,This PR doesn't resolve the issue yet because a user can override the RPC address via the config.toml or via the `--rpc.laddr` CLI flag,2025-06-06T18:19:44Z
3247719401,774,Copilot,https://github.com/OpenListTeam/OpenList/pull/774,SenkjM,CHANGES_REQUESTED,拼接出的绝对值的路径错误，应该基于二进制文件的位置,2025-07-21T09:12:06Z
3247719401,774,Copilot,https://github.com/OpenListTeam/OpenList/pull/774,SenkjM,APPROVED,LGTM,2025-07-21T09:22:44Z
3192936598,3648,Copilot,https://github.com/microsoft/windows-rs/pull/3648,kennykerr,CHANGES_REQUESTED,Fix the new nightly Clippy warning in a separate PR.,2025-07-01T16:18:01Z
3229102583,14915,Copilot,https://github.com/microsoft/react-native-windows/pull/14915,jonthysell,CHANGES_REQUESTED,"This PR isn't how we need to fix this, see https://github.com/microsoft/react-native-windows/issues/14912#issuecomment-3070647195",2025-07-14T19:21:01Z
3267543045,1170,Copilot,https://github.com/esphome/esphome-devices/pull/1170,jesserockz,CHANGES_REQUESTED,All files need to be checked for `esp8266_restore_from_flash` and `board_flash_mode` and make sure there is a newline after all the new `esp8266` blocks created,2025-07-28T00:44:56Z
3105664779,3001,Copilot,https://github.com/cybersemics/em/pull/3001,raineorshine,CHANGES_REQUESTED,Run `prettier --write` to fix the linter. ,2025-05-31T16:47:01Z
3102876964,711,Copilot,https://github.com/openops-cloud/openops/pull/711,cezudas,DISMISSED,"1) Fix lint errors from CI/Lint check output
They can be fixed automatically with 
npx nx run react-ui:lint --fix
2) Just remove code comments you added


  ",2025-05-30T11:13:28Z
3131807386,1143,Copilot,https://github.com/microsoft/typescript-go/pull/1143,andrewbranch,CHANGES_REQUESTED,"I’m not sure this is right. The parenthesization mechanics seems to have changed in the port, being built into `emitExpression` via that `ast.OperatorPrecedenceParentheses` parameter. I think `emitExpressionNoASI` was the ported version of `parenthesizeExpressionForNoAsi`, and instead of returning `factory.createParenthesizedExpression` in each case, it should call `p.emitExpression` with the operator precedence flag.",2025-06-12T16:27:11Z
3131807386,1143,Copilot,https://github.com/microsoft/typescript-go/pull/1143,andrewbranch,CHANGES_REQUESTED,This is still not right and I think it’s going to take some exploration by me. Let’s try something else; undo everything you’ve done here and focus on doing a correct port of `willEmitLeadingNewLine`.,2025-06-12T17:09:20Z
3131807386,1143,Copilot,https://github.com/microsoft/typescript-go/pull/1143,andrewbranch,CHANGES_REQUESTED,"You seem to have committed some stray files. Also, I don’t know what you used to port `willEmitLeadingNewLine`, but please find the original source in `_submodules/TypeScript` and use that to port the function faithfully.",2025-06-12T18:09:29Z
3186365121,30302,Copilot,https://github.com/dotnet/maui/pull/30302,PureWeen,CHANGES_REQUESTED,Can you review any PRs already open for this issue and see how your solution compares? And which solution you like more?,2025-06-29T17:51:53Z
3207909459,2539,Copilot,https://github.com/chainwayxyz/citrea/pull/2539,eyusufatik,CHANGES_REQUESTED,"run `make lint-fix` and commit changes.

you may need to run `make install-dev-tools` first",2025-07-07T08:53:49Z
3096235879,1855,Copilot,https://github.com/specmatic/specmatic/pull/1855,harikrishnan83,CHANGES_REQUESTED,Please fix failing test ,2025-05-29T02:02:10Z
3096241645,1856,Copilot,https://github.com/specmatic/specmatic/pull/1856,harikrishnan83,CHANGES_REQUESTED,"Specmatic when it runs as a CLI, there is a command called test. And that is what should  exit with a non zero exit code when no tests are run.",2025-05-28T15:39:51Z
3096241645,1856,Copilot,https://github.com/specmatic/specmatic/pull/1856,joelrosario,CHANGES_REQUESTED,"This successfully resolves the exit code issue, but it uses a Java system property to get the exit code from the tests to where it needs to go.

Avoid using Java system properties for this. Also avoid global scalar variables.",2025-05-28T15:51:57Z
3096241645,1856,Copilot,https://github.com/specmatic/specmatic/pull/1856,harikrishnan83,CHANGES_REQUESTED,"While this successfully resolves the exit code issue, but it uses a Java system property to get the exit code from the tests to where it needs to go.

Please avoid using Java system properties for this. Also avoid global scalar variables.",2025-05-28T15:53:18Z
3096241645,1856,Copilot,https://github.com/specmatic/specmatic/pull/1856,joelrosario,CHANGES_REQUESTED,"Instead of setting the exit code, use the ContractTestExecutionListener. Ask it if any tests ran (it has the test count). Based on the answer determine the exit code for TestCommand. ",2025-05-28T20:02:35Z
3134478540,5499,Copilot,https://github.com/dotnet/diagnostics/pull/5499,mdh1418,DISMISSED,"Looks good to me. It looks like this test was added in https://github.com/dotnet/diagnostics/pull/4290 and the purpose of session.Stop is to ensure rundown. If we were hitting the exception in Stop due to a race with WakeupTracee closing the process, moving it to after calling Stop should work.",2025-06-10T22:05:01Z
3154817280,877,Copilot,https://github.com/vltpkg/vltpkg/pull/877,ruyadorno,CHANGES_REQUESTED,"Technically speaking in its current state this is also missig changes to the `src/cli-sdk/src/commands/list.ts` and to the `src/server` workspace that also have the same `Query` initialization logic.

That said, at a higher level I disagree with the direction here since I think we should work on bringing this logic to VSR instead and have a dedicated endpoint to hydrate security archive data and then we make it part of the Graph initialization instead, that said, this could be a viable intermediate step if you want to continue the work on this direction.",2025-06-22T21:56:53Z
3169619128,61925,Copilot,https://github.com/microsoft/TypeScript/pull/61925,RyanCavanaugh,CHANGES_REQUESTED,"You should not leave TODOs in your code. You didn't need two testcases here since one already tests both configurations. There was no need to typecast both `.escapedText`s to `string`.

Start over from scratch. Duplicate identifier logic generally occurs in the binder. Look at how other cases work.",2025-06-23T23:05:24Z
3169620759,61926,Copilot,https://github.com/microsoft/TypeScript/pull/61926,RyanCavanaugh,CHANGES_REQUESTED,"Start over. This is too large a fix. All we need to do here is consult the symbol table from the parent scope (the one that includes the parameters, but excludes the function locals).",2025-06-23T23:17:12Z
3187802886,2092,Copilot,https://github.com/celestiaorg/celestia-core/pull/2092,rach-id,COMMENTED,There is already this PR: https://github.com/celestiaorg/celestia-core/pull/2074 and it uses `atomic.bool` which seems to me like a better solution,2025-06-30T11:11:58Z
3081464962,62055,Copilot,https://github.com/dotnet/aspnetcore/pull/62055,captainsafia,COMMENTED,Let's update the tests in this change.,2025-05-21T23:20:36Z
3081464962,62055,Copilot,https://github.com/dotnet/aspnetcore/pull/62055,captainsafia,COMMENTED,"Please try again to fix the tests.

if you run into any issues with the `Microsoft.AspNetCore.OpenApi.TrimmingTests` ignore them. Consider failures in all other tests.

Microsoft.AspNetCore.Mvc.FunctionalTests.ApiExplorerTest.ApiExplorer_ResponseTypeWithContentType_OverrideOnAction test is also failing. Please fix it.",2025-05-22T04:32:32Z
3180421041,146,Copilot,https://github.com/KilledByAPixel/LittleJS/pull/146,KilledByAPixel,COMMENTED,"dont change the @default, leave it blank. 


also there should be no files from the dist folder, that is auto built. make sure there arent any in the diff",2025-06-26T21:16:31Z
3180443475,2074,Copilot,https://github.com/celestiaorg/celestia-core/pull/2074,evan-forbes,APPROVED,nice,2025-06-26T22:05:23Z
3084733635,4437,Copilot,https://github.com/Azure/azure-functions-core-tools/pull/4437,aishwaryabh,COMMENTED,"can you add a test please where we call `func init`, `func new`, and `func start` and the process stalls for more than 2 min to ensure the cancellation token is working as expected",2025-05-22T23:15:45Z
3222487070,174,Copilot,https://github.com/Anush008/fastembed-rs/pull/174,Anush008,CHANGES_REQUESTED,"Changing intra_threads isn't fixing it. I tried.
Can you try running the test with models other than EmbeddingModel::ClipVitB32?
See if those work and debug from there.",2025-07-11T11:36:31Z
3222715857,255364,Copilot,https://github.com/microsoft/vscode/pull/255364,benibenj,COMMENTED,"@copilot checking all nested files in a folder is far to expensive, the method setContextKeys should be fully sync and run very fast. It's better if it always shows for folder even though it's wrong than that it's slow",2025-07-11T15:51:32Z
3242243860,30586,Copilot,https://github.com/backstage/backstage/pull/30586,Rugvip,COMMENTED,The ETag can't be based on the query since the underlying data may change,2025-07-19T08:37:07Z
3242243860,30586,Copilot,https://github.com/backstage/backstage/pull/30586,Rugvip,COMMENTED,The ETag needs to be based on the response data rather than the request parameters,2025-07-20T15:24:58Z
3105699085,3003,Copilot,https://github.com/cybersemics/em/pull/3003,raineorshine,CHANGES_REQUESTED,"No, don't modify existing workflows. Create a new workflow copilot-setup-steps.yml. ",2025-05-31T16:20:06Z
3105699085,3003,Copilot,https://github.com/cybersemics/em/pull/3003,raineorshine,CHANGES_REQUESTED,"Must start with:

``` 

name: ""Copilot Setup Steps""

# Allow testing of the setup steps from your repository's ""Actions"" tab.
on: workflow_dispatch

jobs:
  # The job MUST be called `copilot-setup-steps` or it will not be picked up by Copilot.
  copilot-setup-steps:
    runs-on: ubuntu-latest
``` ",2025-05-31T16:33:43Z
3230708925,7763,Copilot,https://github.com/shader-slang/slang/pull/7763,mkeshavaNV,DISMISSED,LGTM,2025-07-15T13:32:55Z
3176112066,61946,Copilot,https://github.com/microsoft/TypeScript/pull/61946,RyanCavanaugh,CHANGES_REQUESTED,"You can't put a file named `.d.ts` in `tests/compiler`, this fact was in the instructions:

> Filenames in tests/cases/compiler must always end with .ts, not .d.ts

Explain to me why you ignored an explicit instruction.

You're claiming this fixes a declaration emit bug but this testcase doesn't have any declaration output.",2025-06-25T17:59:31Z
3176112066,61946,Copilot,https://github.com/microsoft/TypeScript/pull/61946,RyanCavanaugh,CHANGES_REQUESTED,"It doesn't seem like you have any real changes in `declarations.ts`, just new unused imports? Revert this file back to original",2025-06-25T19:15:29Z
3176112066,61946,Copilot,https://github.com/microsoft/TypeScript/pull/61946,RyanCavanaugh,CHANGES_REQUESTED,Run the format tool,2025-06-25T21:46:51Z
3176112066,61946,Copilot,https://github.com/microsoft/TypeScript/pull/61946,RyanCavanaugh,CHANGES_REQUESTED,"The instructions tell you to run some commands (`npx hereby runtests-parallel`, `npx hereby lint`, etc). You should do those things. The instructions are not optional. Talk to me about why you didn't do those things.",2025-06-26T04:43:03Z
3176112066,61946,Copilot,https://github.com/microsoft/TypeScript/pull/61946,RyanCavanaugh,CHANGES_REQUESTED,Failing tests are not normal in this repo! Wait the full 15 minutes for all the tests to run and analyze what you broke.,2025-07-09T23:45:33Z
